"date","rides_inbound","spend","clicks","reach","gas_i","unem_i","precip","tempMax","tempMin","pctPosSent","cases","weekend","rides_inbound_l7","spend_l7","clicks_l7","reach_l7","gas_i_l7","unem_i_l7","precip_l7","tempMax_l7","tempMin_l7","pctPosSent_l7","cases_l7","weekend_l7","rides_inbound_l14","spend_l14","clicks_l14","reach_l14","gas_i_l14","unem_i_l14","precip_l14","tempMax_l14","tempMin_l14","pctPosSent_l14","cases_l14","weekend_l14","county"
2020-09-01,821,0,0,0,3.14528571428571,11.641935483871,0,74,64,0.846698113207547,242521,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Los Angeles"
2020-09-02,780,0,0,0,3.14557142857143,11.5870967741935,0,72,63,0.917068466730955,243935,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Los Angeles"
2020-09-03,783,0,0,0,3.14585714285714,11.5322580645161,0,74,63,0.987829614604463,244999,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Los Angeles"
2020-09-04,808,72.93,240,11320,3.14614285714286,11.4774193548387,0,77,64,0.988,246407,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Los Angeles"
2020-09-05,486,126.47,287,14963,3.14642857142857,11.4225806451613,0,86,67,0.988015978695073,247542,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Los Angeles"
2020-09-06,397,0,0,0,3.14671428571429,11.3677419354839,0,99,71,0.986769570011025,248334,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Los Angeles"
2020-09-07,357,0,0,0,3.147,11.3129032258065,0,83,70,0.986761229314421,248821,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Los Angeles"
2020-09-08,814,412.04,1093,67748,3.14628571428571,11.258064516129,0,77,69,0.986666666666667,249241,0,821,0,0,0,3.14528571428571,11.641935483871,0,74,64,0.846698113207547,242521,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Los Angeles"
2020-09-09,741,508.283959,1152,90600,3.14557142857143,11.2032258064516,0,73,64,0.982986767485822,249859,0,780,0,0,0,3.14557142857143,11.5870967741935,0,72,63,0.917068466730955,243935,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Los Angeles"
2020-09-10,772,502.925068,1074,86042,3.14485714285714,11.1483870967742,0,70,62,0.977873977873978,251024,0,783,0,0,0,3.14585714285714,11.5322580645161,0,74,63,0.987829614604463,244999,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Los Angeles"
2020-09-11,872,536.05,950,85942,3.14414285714286,11.0935483870968,0,75,61,0.974246575342466,252066,0,808,72.93,240,11320,3.14614285714286,11.4774193548387,0,77,64,0.988,246407,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Los Angeles"
2020-09-12,510,569.53,938,98462,3.14342857142857,11.0387096774194,0,74,60,0.966045272969374,253176,1,486,126.47,287,14963,3.14642857142857,11.4225806451613,0,86,67,0.988015978695073,247542,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Los Angeles"
2020-09-13,404,547.18,894,110192,3.14271428571429,10.9838709677419,0,75,60,0.957290132547865,253985,1,397,0,0,0,3.14671428571429,11.3677419354839,0,99,71,0.986769570011025,248334,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Los Angeles"
2020-09-14,738,548.66,909,107536,3.142,10.9290322580645,0,77,61,0.956302521008403,254656,0,357,0,0,0,3.147,11.3129032258065,0,83,70,0.986761229314421,248821,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Los Angeles"
2020-09-15,765,557.31,964,106844,3.14071428571429,10.8741935483871,0,76,62,0.96045197740113,255049,0,814,412.04,1093,67748,3.14628571428571,11.258064516129,0,77,69,0.986666666666667,249241,0,821,0,0,0,3.14528571428571,11.641935483871,0,74,64,0.846698113207547,242521,0,"Los Angeles"
2020-09-16,797,553.43,909,105538,3.13942857142857,10.8193548387097,0,81,62,0.963517305893358,256148,0,741,508.283959,1152,90600,3.14557142857143,11.2032258064516,0,73,64,0.982986767485822,249859,0,780,0,0,0,3.14557142857143,11.5870967741935,0,72,63,0.917068466730955,243935,0,"Los Angeles"
2020-09-17,768,544.93,840,96854,3.13814285714286,10.7645161290323,0,82,62,0.971731448763251,257271,0,772,502.925068,1074,86042,3.14485714285714,11.1483870967742,0,70,62,0.977873977873978,251024,0,783,0,0,0,3.14585714285714,11.5322580645161,0,74,63,0.987829614604463,244999,0,"Los Angeles"
2020-09-18,777,556.94,796,95874,3.13685714285714,10.7096774193548,0,87,63,0.977469670710572,258516,0,872,536.05,950,85942,3.14414285714286,11.0935483870968,0,75,61,0.974246575342466,252066,0,808,72.93,240,11320,3.14614285714286,11.4774193548387,0,77,64,0.988,246407,0,"Los Angeles"
2020-09-19,497,555.1,727,105588,3.13557142857143,10.6548387096774,0,77,65,0.976088812980359,259817,1,510,569.53,938,98462,3.14342857142857,11.0387096774194,0,74,60,0.966045272969374,253176,1,486,126.47,287,14963,3.14642857142857,11.4225806451613,0,86,67,0.988015978695073,247542,1,"Los Angeles"
2020-09-20,463,539.92,807,102528,3.13428571428571,10.5870967741935,0,74,60,0.971240755957272,260797,1,404,547.18,894,110192,3.14271428571429,10.9838709677419,0,75,60,0.957290132547865,253985,1,397,0,0,0,3.14671428571429,11.3677419354839,0,99,71,0.986769570011025,248334,1,"Los Angeles"
2020-09-21,728,536.329627,729,98396,3.133,10.5612903225806,0,73,64,0.969194312796208,261446,0,738,548.66,909,107536,3.142,10.9290322580645,0,77,61,0.956302521008403,254656,0,357,0,0,0,3.147,11.3129032258065,0,83,70,0.986761229314421,248821,0,"Los Angeles"
2020-09-22,760,516.71,733,83664,3.13171428571429,10.5354838709677,0,74,64,0.965384615384615,262133,0,765,557.31,964,106844,3.14071428571429,10.8741935483871,0,76,62,0.96045197740113,255049,0,814,412.04,1093,67748,3.14628571428571,11.258064516129,0,77,69,0.986666666666667,249241,0,"Los Angeles"
2020-09-23,744,191.12,217,29075,3.13042857142857,10.5096774193548,0,75,63,0.966374269005848,263333,0,797,553.43,909,105538,3.13942857142857,10.8193548387097,0,81,62,0.963517305893358,256148,0,741,508.283959,1152,90600,3.14557142857143,11.2032258064516,0,73,64,0.982986767485822,249859,0,"Los Angeles"
2020-09-24,808,0,0,0,3.12914285714286,10.4838709677419,0,81,61,0.970169491525424,264414,0,768,544.93,840,96854,3.13814285714286,10.7645161290323,0,82,62,0.971731448763251,257271,0,772,502.925068,1074,86042,3.14485714285714,11.1483870967742,0,70,62,0.977873977873978,251024,0,"Los Angeles"
2020-09-25,788,590.16002,680,84512,3.12785714285714,10.458064516129,0,75,64,0.974034620505992,265775,0,777,556.94,796,95874,3.13685714285714,10.7096774193548,0,87,63,0.977469670710572,258516,0,872,536.05,950,85942,3.14414285714286,11.0935483870968,0,75,61,0.974246575342466,252066,0,"Los Angeles"
2020-09-26,482,695.933901,747,105235,3.12657142857143,10.4322580645161,0,77,64,0.976174268209666,266988,1,497,555.1,727,105588,3.13557142857143,10.6548387096774,0,77,65,0.976088812980359,259817,1,510,569.53,938,98462,3.14342857142857,11.0387096774194,0,74,60,0.966045272969374,253176,1,"Los Angeles"
2020-09-27,430,671.76,794,109776,3.12528571428571,10.4064516129032,0,74,63,0.977496483825598,267801,1,463,539.92,807,102528,3.13428571428571,10.5870967741935,0,74,60,0.971240755957272,260797,1,404,547.18,894,110192,3.14271428571429,10.9838709677419,0,75,60,0.957290132547865,253985,1,"Los Angeles"
2020-09-28,814,668.17,769,101803,3.124,10.3806451612903,0,75,65,0.974962063732929,268455,0,728,536.329627,729,98396,3.133,10.5612903225806,0,73,64,0.969194312796208,261446,0,738,548.66,909,107536,3.142,10.9290322580645,0,77,61,0.956302521008403,254656,0,"Los Angeles"
2020-09-29,746,751.895937,798,111921,3.12185714285714,10.3548387096774,0,80,64,0.969801553062985,269284,0,760,516.71,733,83664,3.13171428571429,10.5354838709677,0,74,64,0.965384615384615,262133,0,765,557.31,964,106844,3.14071428571429,10.8741935483871,0,76,62,0.96045197740113,255049,0,"Los Angeles"
2020-09-30,782,456.520463,284,53779,3.11971428571429,10.3290322580645,0,92,66,0.963257199602781,270299,0,744,191.12,217,29075,3.13042857142857,10.5096774193548,0,75,63,0.966374269005848,263333,0,797,553.43,909,105538,3.13942857142857,10.8193548387097,0,81,62,0.963517305893358,256148,0,"Los Angeles"
2020-10-01,829,63.83,175,19027,3.11757142857143,10.3032258064516,0,92,67,0.957207207207207,271371,0,808,0,0,0,3.12914285714286,10.4838709677419,0,81,61,0.970169491525424,264414,0,768,544.93,840,96854,3.13814285714286,10.7645161290323,0,82,62,0.971731448763251,257271,0,"Los Angeles"
2020-10-02,868,70.959717,200,21274,3.11542857142857,10.2774193548387,0,92,66,0.950191570881226,272653,0,788,590.16002,680,84512,3.12785714285714,10.458064516129,0,75,64,0.974034620505992,265775,0,777,556.94,796,95874,3.13685714285714,10.7096774193548,0,87,63,0.977469670710572,258516,0,"Los Angeles"
2020-10-03,487,68.53,155,20752,3.11328571428571,10.2516129032258,0,86,66,0.945130315500686,273638,1,482,695.933901,747,105235,3.12657142857143,10.4322580645161,0,77,64,0.976174268209666,266988,1,497,555.1,727,105588,3.13557142857143,10.6548387096774,0,77,65,0.976088812980359,259817,1,"Los Angeles"
2020-10-04,489,66,155,20755,3.11114285714286,10.2258064516129,0,84,62,0.943181818181818,274565,1,430,671.76,794,109776,3.12528571428571,10.4064516129032,0,74,63,0.977496483825598,267801,1,463,539.92,807,102528,3.13428571428571,10.5870967741935,0,74,60,0.971240755957272,260797,1,"Los Angeles"
2020-10-05,813,53.8,185,16130,3.109,10.2,0,78,65,0.948179271708683,274942,0,814,668.17,769,101803,3.124,10.3806451612903,0,75,65,0.974962063732929,268455,0,728,536.329627,729,98396,3.133,10.5612903225806,0,73,64,0.969194312796208,261446,0,"Los Angeles"
2020-10-06,770,0,0,0,3.10814285714286,10.1741935483871,0,84,63,0.949659863945578,275856,0,746,751.895937,798,111921,3.12185714285714,10.3548387096774,0,80,64,0.969801553062985,269284,0,760,516.71,733,83664,3.13171428571429,10.5354838709677,0,74,64,0.965384615384615,262133,0,"Los Angeles"
2020-10-07,773,0,0,0,3.10728571428571,10.1483870967742,0,74,63,0.954054054054054,277445,0,782,456.520463,284,53779,3.11971428571429,10.3290322580645,0,92,66,0.963257199602781,270299,0,744,191.12,217,29075,3.13042857142857,10.5096774193548,0,75,63,0.966374269005848,263333,0,"Los Angeles"
2020-10-08,793,0,0,0,3.10642857142857,10.1225806451613,0,74,64,0.96027397260274,278665,0,829,63.83,175,19027,3.11757142857143,10.3032258064516,0,92,67,0.957207207207207,271371,0,808,0,0,0,3.12914285714286,10.4838709677419,0,81,61,0.970169491525424,264414,0,"Los Angeles"
2020-10-09,843,0,0,0,3.10557142857143,10.0967741935484,0,73,64,0.965811965811966,279909,0,868,70.959717,200,21274,3.11542857142857,10.2774193548387,0,92,66,0.950191570881226,272653,0,788,590.16002,680,84512,3.12785714285714,10.458064516129,0,75,64,0.974034620505992,265775,0,"Los Angeles"
2020-10-10,601,0,0,0,3.10471428571429,10.0709677419355,0,73,65,0.965151515151515,281165,1,487,68.53,155,20752,3.11328571428571,10.2516129032258,0,86,66,0.945130315500686,273638,1,482,695.933901,747,105235,3.12657142857143,10.4322580645161,0,77,64,0.976174268209666,266988,1,"Los Angeles"
2020-10-11,433,0,0,0,3.10385714285714,10.0451612903226,0,73,61,0.97092084006462,282135,1,489,66,155,20755,3.11114285714286,10.2258064516129,0,84,62,0.943181818181818,274565,1,430,671.76,794,109776,3.12528571428571,10.4064516129032,0,74,63,0.977496483825598,267801,1,"Los Angeles"
2020-10-12,657,0,0,0,3.103,10.0193548387097,0,80,63,0.973509933774834,282982,0,813,53.8,185,16130,3.109,10.2,0,78,65,0.948179271708683,274942,0,814,668.17,769,101803,3.124,10.3806451612903,0,75,65,0.974962063732929,268455,0,"Los Angeles"
2020-10-13,795,0,0,0,3.10257142857143,9.99354838709677,0,86,65,0.976027397260274,283750,0,770,0,0,0,3.10814285714286,10.1741935483871,0,84,63,0.949659863945578,275856,0,746,751.895937,798,111921,3.12185714285714,10.3548387096774,0,80,64,0.969801553062985,269284,0,"Los Angeles"
2020-10-14,737,47.74,44,6484,3.10214285714286,9.96774193548387,0,86,64,0.97171381031614,285016,0,773,0,0,0,3.10728571428571,10.1483870967742,0,74,63,0.954054054054054,277445,0,782,456.520463,284,53779,3.11971428571429,10.3290322580645,0,92,66,0.963257199602781,270299,0,"Los Angeles"
2020-10-15,670,129.61,111,14473,3.10171428571429,9.94193548387097,0,82,64,0.969745222929936,286183,0,793,0,0,0,3.10642857142857,10.1225806451613,0,74,64,0.96027397260274,278665,0,829,63.83,175,19027,3.11757142857143,10.3032258064516,0,92,67,0.957207207207207,271371,0,"Los Angeles"
2020-10-16,878,125,94,12320,3.10128571428571,9.91612903225806,0,81,63,0.963358778625954,287222,0,843,0,0,0,3.10557142857143,10.0967741935484,0,73,64,0.965811965811966,279909,0,868,70.959717,200,21274,3.11542857142857,10.2774193548387,0,92,66,0.950191570881226,272653,0,"Los Angeles"
2020-10-17,566,134.93,115,13912,3.10085714285714,9.89032258064516,0,80,64,0.96128170894526,288136,1,601,0,0,0,3.10471428571429,10.0709677419355,0,73,65,0.965151515151515,281165,1,487,68.53,155,20752,3.11328571428571,10.2516129032258,0,86,66,0.945130315500686,273638,1,"Los Angeles"
2020-10-18,494,132.02,110,14648,3.10042857142857,9.86451612903226,0,74,63,0.957345971563981,288451,1,433,0,0,0,3.10385714285714,10.0451612903226,0,73,61,0.97092084006462,282135,1,489,66,155,20755,3.11114285714286,10.2258064516129,0,84,62,0.943181818181818,274565,1,"Los Angeles"
2020-10-19,792,137.11,187,22431,3.1,9.83870967741936,0,74,63,0.961832061068702,289366,0,657,0,0,0,3.103,10.0193548387097,0,80,63,0.973509933774834,282982,0,813,53.8,185,16130,3.109,10.2,0,78,65,0.948179271708683,274942,0,"Los Angeles"
2020-10-20,854,190.56,339,34333,3.09957142857143,9.81290322580645,0,73,64,0.966599190283401,290009,0,795,0,0,0,3.10257142857143,9.99354838709677,0,86,65,0.976027397260274,283750,0,770,0,0,0,3.10814285714286,10.1741935483871,0,84,63,0.949659863945578,275856,0,"Los Angeles"
2020-10-21,837,197.09,334,38594,3.09914285714286,9.76451612903226,0,71,64,0.971126082771896,290486,0,737,47.74,44,6484,3.10214285714286,9.96774193548387,0,86,64,0.97171381031614,285016,0,773,0,0,0,3.10728571428571,10.1483870967742,0,74,63,0.954054054054054,277445,0,"Los Angeles"
2020-10-22,770,198.11,307,34395,3.09871428571429,9.72903225806452,0,70,65,0.974082073434125,294065,0,670,129.61,111,14473,3.10171428571429,9.94193548387097,0,82,64,0.969745222929936,286183,0,793,0,0,0,3.10642857142857,10.1225806451613,0,74,64,0.96027397260274,278665,0,"Los Angeles"
2020-10-23,894,205.47,294,34824,3.09828571428571,9.69354838709677,0,69,63,0.980861244019139,296821,0,878,125,94,12320,3.10128571428571,9.91612903225806,0,81,63,0.963358778625954,287222,0,843,0,0,0,3.10557142857143,10.0967741935484,0,73,64,0.965811965811966,279909,0,"Los Angeles"
2020-10-24,550,204.97,251,33380,3.09785714285714,9.65806451612903,0,70,64,0.983849259757739,298937,1,566,134.93,115,13912,3.10085714285714,9.89032258064516,0,80,64,0.96128170894526,288136,1,601,0,0,0,3.10471428571429,10.0709677419355,0,73,65,0.965151515151515,281165,1,"Los Angeles"
2020-10-25,473,198.76,270,35901,3.09742857142857,9.62258064516129,0,69,59,0.982142857142857,299760,1,494,132.02,110,14648,3.10042857142857,9.86451612903226,0,74,63,0.957345971563981,288451,1,433,0,0,0,3.10385714285714,10.0451612903226,0,73,61,0.97092084006462,282135,1,"Los Angeles"
2020-10-26,777,180.410942,262,33789,3.097,9.58709677419355,0,75,57,0.981159420289855,300614,0,792,137.11,187,22431,3.1,9.83870967741936,0,74,63,0.961832061068702,289366,0,657,0,0,0,3.103,10.0193548387097,0,80,63,0.973509933774834,282982,0,"Los Angeles"
2020-10-27,654,203.68,282,36079,3.09314285714286,9.55161290322581,0,76,52,0.976885644768857,302077,0,854,190.56,339,34333,3.09957142857143,9.81290322580645,0,73,64,0.966599190283401,290009,0,795,0,0,0,3.10257142857143,9.99354838709677,0,86,65,0.976027397260274,283750,0,"Los Angeles"
2020-10-28,673,186.109776,264,31945,3.08928571428571,9.51612903225806,0,74,54,0.971861471861472,303369,0,837,197.09,334,38594,3.09914285714286,9.76451612903226,0,71,64,0.971126082771896,290486,0,737,47.74,44,6484,3.10214285714286,9.96774193548387,0,86,64,0.97171381031614,285016,0,"Los Angeles"
2020-10-29,763,187.879762,241,30232,3.08542857142857,9.48064516129032,0,73,55,0.967086156824782,305070,0,770,198.11,307,34395,3.09871428571429,9.72903225806452,0,70,65,0.974082073434125,294065,0,670,129.61,111,14473,3.10171428571429,9.94193548387097,0,82,64,0.969745222929936,286183,0,"Los Angeles"
2020-10-30,799,210.34,241,31530,3.08157142857143,9.44516129032258,0,76,53,0.963780918727915,306327,0,894,205.47,294,34824,3.09828571428571,9.69354838709677,0,69,63,0.980861244019139,296821,0,878,125,94,12320,3.10128571428571,9.91612903225806,0,81,63,0.963358778625954,287222,0,"Los Angeles"
2020-10-31,560,219.84,267,40666,3.07771428571429,9.40967741935484,0,75,54,0.959128065395095,307618,1,550,204.97,251,33380,3.09785714285714,9.65806451612903,0,70,64,0.983849259757739,298937,1,566,134.93,115,13912,3.10085714285714,9.89032258064516,0,80,64,0.96128170894526,288136,1,"Los Angeles"
2020-11-01,486,213.03,310,47548,3.07385714285714,9.3741935483871,0,76,55,0.95947219604147,309190,1,473,198.76,270,35901,3.09742857142857,9.62258064516129,0,69,59,0.982142857142857,299760,1,494,132.02,110,14648,3.10042857142857,9.86451612903226,0,74,63,0.957345971563981,288451,1,"Los Angeles"
2020-11-02,779,191.75,267,42183,3.07,9.33870967741935,0,69,58,0.960857409133271,310595,0,777,180.410942,262,33789,3.097,9.58709677419355,0,75,57,0.981159420289855,300614,0,792,137.11,187,22431,3.1,9.83870967741936,0,74,63,0.961832061068702,289366,0,"Los Angeles"
2020-11-03,722,209.53,299,47205,3.06914285714286,9.30322580645161,0,72,57,0.963821892393321,311745,0,654,203.68,282,36079,3.09314285714286,9.55161290322581,0,76,52,0.976885644768857,302077,0,854,190.56,339,34333,3.09957142857143,9.81290322580645,0,73,64,0.966599190283401,290009,0,"Los Angeles"
2020-11-04,671,193.28,304,50061,3.06828571428571,9.26774193548387,0,72,56,0.970754716981132,313526,0,673,186.109776,264,31945,3.08928571428571,9.51612903225806,0,74,54,0.971861471861472,303369,0,837,197.09,334,38594,3.09914285714286,9.76451612903226,0,71,64,0.971126082771896,290486,0,"Los Angeles"
2020-11-05,696,187.129521,275,42402,3.06742857142857,9.23225806451613,0,88,58,0.975409836065574,315634,0,763,187.879762,241,30232,3.08542857142857,9.48064516129032,0,73,55,0.967086156824782,305070,0,770,198.11,307,34395,3.09871428571429,9.72903225806452,0,70,65,0.974082073434125,294065,0,"Los Angeles"
2020-11-06,652,204.52,286,43202,3.06657142857143,9.19677419354839,0,74,58,0.9763851044505,317727,0,799,210.34,241,31530,3.08157142857143,9.44516129032258,0,76,53,0.963780918727915,306327,0,894,205.47,294,34824,3.09828571428571,9.69354838709677,0,69,63,0.980861244019139,296821,0,"Los Angeles"
2020-11-07,455,215.21,306,49676,3.06571428571429,9.16129032258065,0.1,62,52,0.97790585975024,320048,1,560,219.84,267,40666,3.07771428571429,9.40967741935484,0,75,54,0.959128065395095,307618,1,550,204.97,251,33380,3.09785714285714,9.65806451612903,0,70,64,0.983849259757739,298937,1,"Los Angeles"
2020-11-08,418,208.28,315,47619,3.06485714285714,9.1258064516129,0,61,48,0.977732793522267,322281,1,486,213.03,310,47548,3.07385714285714,9.3741935483871,0,76,55,0.95947219604147,309190,1,473,198.76,270,35901,3.09742857142857,9.62258064516129,0,69,59,0.982142857142857,299760,1,"Los Angeles"
2020-11-09,773,196.59,276,38670,3.064,9.09032258064516,0,62,45,0.976141078838174,323699,0,779,191.75,267,42183,3.07,9.33870967741935,0,69,58,0.960857409133271,310595,0,777,180.410942,262,33789,3.097,9.58709677419355,0,75,57,0.981159420289855,300614,0,"Los Angeles"
2020-11-10,725,212.86,282,38151,3.06285714285714,9.05483870967742,0,64,46,0.977272727272727,325951,0,722,209.53,299,47205,3.06914285714286,9.30322580645161,0,72,57,0.963821892393321,311745,0,654,203.68,282,36079,3.09314285714286,9.55161290322581,0,76,52,0.976885644768857,302077,0,"Los Angeles"
2020-11-11,579,207.93,275,35464,3.06171428571429,9.01935483870968,0,64,46,0.977272727272727,328042,0,671,193.28,304,50061,3.06828571428571,9.26774193548387,0,72,56,0.970754716981132,313526,0,673,186.109776,264,31945,3.08928571428571,9.51612903225806,0,74,54,0.971861471861472,303369,0,"Los Angeles"
2020-11-12,650,213.074834,286,37202,3.06057142857143,8.98387096774194,0,67,47,0.976239669421488,330528,0,696,187.129521,275,42402,3.06742857142857,9.23225806451613,0,88,58,0.975409836065574,315634,0,763,187.879762,241,30232,3.08542857142857,9.48064516129032,0,73,55,0.967086156824782,305070,0,"Los Angeles"
2020-11-13,666,199.394751,235,34880,3.05942857142857,8.94838709677419,0,65,48,0.976585365853659,332945,0,652,204.52,286,43202,3.06657142857143,9.19677419354839,0,74,58,0.9763851044505,317727,0,799,210.34,241,31530,3.08157142857143,9.44516129032258,0,76,53,0.963780918727915,306327,0,"Los Angeles"
2020-11-14,526,212.11,230,36079,3.05828571428571,8.91290322580645,0,65,50,0.977556109725686,336630,1,455,215.21,306,49676,3.06571428571429,9.16129032258065,0.1,62,52,0.97790585975024,320048,1,560,219.84,267,40666,3.07771428571429,9.40967741935484,0,75,54,0.959128065395095,307618,1,"Los Angeles"
2020-11-15,433,203.51,269,36738,3.05714285714286,8.87741935483871,0,82,51,0.978632478632479,339640,1,418,208.28,315,47619,3.06485714285714,9.1258064516129,0,61,48,0.977732793522267,322281,1,486,213.03,310,47548,3.07385714285714,9.3741935483871,0,76,55,0.95947219604147,309190,1,"Los Angeles"
2020-11-16,672,187.07,213,31434,3.056,8.84193548387097,0,91,58,0.978842563783447,342425,0,773,196.59,276,38670,3.064,9.09032258064516,0,62,45,0.976141078838174,323699,0,779,191.75,267,42183,3.07,9.33870967741935,0,69,58,0.960857409133271,310595,0,"Los Angeles"
2020-11-17,710,10.66,9,1332,3.05457142857143,8.80645161290323,0,75,54,0.978651685393259,344607,0,725,212.86,282,38151,3.06285714285714,9.05483870967742,0,64,46,0.977272727272727,325951,0,722,209.53,299,47205,3.06914285714286,9.30322580645161,0,72,57,0.963821892393321,311745,0,"Los Angeles"
2020-11-18,712,2.05,0,293,3.05314285714286,8.77096774193548,0,64,54,0.978272115882049,348420,0,579,207.93,275,35464,3.06171428571429,9.01935483870968,0,64,46,0.977272727272727,328042,0,671,193.28,304,50061,3.06828571428571,9.26774193548387,0,72,56,0.970754716981132,313526,0,"Los Angeles"
2020-11-19,652,0,0,0,3.05171428571429,8.73548387096774,0,62,52,0.97574421168688,353316,0,650,213.074834,286,37202,3.06057142857143,8.98387096774194,0,67,47,0.976239669421488,330528,0,696,187.129521,275,42402,3.06742857142857,9.23225806451613,0,88,58,0.975409836065574,315634,0,"Los Angeles"
2020-11-20,787,0,0,0,3.05028571428571,8.70967741935484,0,67,50,0.969951923076923,357541,0,666,199.394751,235,34880,3.05942857142857,8.94838709677419,0,65,48,0.976585365853659,332945,0,652,204.52,286,43202,3.06657142857143,9.19677419354839,0,74,58,0.9763851044505,317727,0,"Los Angeles"
2020-11-21,545,0,0,0,3.04885714285714,8.72903225806452,0,71,52,0.966292134831461,361962,1,526,212.11,230,36079,3.05828571428571,8.91290322580645,0,65,50,0.977556109725686,336630,1,455,215.21,306,49676,3.06571428571429,9.16129032258065,0.1,62,52,0.97790585975024,320048,1,"Los Angeles"
2020-11-22,393,0,0,0,3.04742857142857,8.74838709677419,0,68,48,0.963682432432432,364613,1,433,203.51,269,36738,3.05714285714286,8.87741935483871,0,82,51,0.978632478632479,339640,1,418,208.28,315,47619,3.06485714285714,9.1258064516129,0,61,48,0.977732793522267,322281,1,"Los Angeles"
2020-11-23,931,0,0,0,3.046,8.76774193548387,0,62,49,0.95864262990456,370729,0,672,187.07,213,31434,3.056,8.84193548387097,0,91,58,0.978842563783447,342425,0,773,196.59,276,38670,3.064,9.09032258064516,0,62,45,0.976141078838174,323699,0,"Los Angeles"
2020-11-24,693,0,0,0,3.04757142857143,8.78709677419355,0,67,52,0.959770114942529,374231,0,710,10.66,9,1332,3.05457142857143,8.80645161290323,0,75,54,0.978651685393259,344607,0,725,212.86,282,38151,3.06285714285714,9.05483870967742,0,64,46,0.977272727272727,325951,0,"Los Angeles"
2020-11-25,762,0,0,0,3.04914285714286,8.80645161290323,0,63,50,0.970095693779904,378421,0,712,2.05,0,293,3.05314285714286,8.77096774193548,0,64,54,0.978272115882049,348420,0,579,207.93,275,35464,3.06171428571429,9.01935483870968,0,64,46,0.977272727272727,328042,0,"Los Angeles"
2020-11-26,2288,0,0,0,3.05071428571429,8.8258064516129,0,65,50,0.976217440543601,383373,0,652,0,0,0,3.05171428571429,8.73548387096774,0,62,52,0.97574421168688,353316,0,650,213.074834,286,37202,3.06057142857143,8.98387096774194,0,67,47,0.976239669421488,330528,0,"Los Angeles"
2020-11-27,3880,0,0,0,3.05228571428571,8.84516129032258,0,67,43,0.98024948024948,387793,0,787,0,0,0,3.05028571428571,8.70967741935484,0,67,50,0.969951923076923,357541,0,666,199.394751,235,34880,3.05942857142857,8.94838709677419,0,65,48,0.976585365853659,332945,0,"Los Angeles"
2020-11-28,415,0,0,0,3.05385714285714,8.86451612903226,0,72,48,0.986817325800377,391004,1,545,0,0,0,3.04885714285714,8.72903225806452,0,71,52,0.966292134831461,361962,1,526,212.11,230,36079,3.05828571428571,8.91290322580645,0,65,50,0.977556109725686,336630,1,"Los Angeles"
2020-11-29,403,0,0,0,3.05542857142857,8.88387096774193,0,74,48,0.988795518207283,395957,1,393,0,0,0,3.04742857142857,8.74838709677419,0,68,48,0.963682432432432,364613,1,433,203.51,269,36738,3.05714285714286,8.87741935483871,0,82,51,0.978632478632479,339640,1,"Los Angeles"
2020-11-30,692,0,0,0,3.057,8.90322580645161,0,76,49,0.987390882638215,401034,0,931,0,0,0,3.046,8.76774193548387,0,62,49,0.95864262990456,370729,0,672,187.07,213,31434,3.056,8.84193548387097,0,91,58,0.978842563783447,342425,0,"Los Angeles"
2020-12-01,687,0,0,0,3.05871428571429,8.92258064516129,0,72,48,0.986140724946695,408515,0,693,0,0,0,3.04757142857143,8.78709677419355,0,67,52,0.959770114942529,374231,0,710,10.66,9,1332,3.05457142857143,8.80645161290323,0,75,54,0.978651685393259,344607,0,"Los Angeles"
