"date","county","rides_inbound","gas_i","unem_i","precip","tempMax","tempMin","pctPosSent","weekend","rides_inbound_l7","gas_i_l7","unem_i_l7","precip_l7","tempMax_l7","tempMin_l7","pctPosSent_l7","weekend_l7","rides_inbound_l14","gas_i_l14","unem_i_l14","precip_l14","tempMax_l14","tempMin_l14","pctPosSent_l14","weekend_l14","spend_log","spend_7l_log","spend_14l_log","clicks_log","clicks_7l_log","clicks_14l_log","reach_log","reach_7l_log","reach_14l_log","cases_log","cases_7l_log","cases_14l_log"
"2020-09-01","Los Angeles",820,3.1,12,0,74,64,0.85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,12,NA,NA
"2020-09-02","Los Angeles",780,3.1,12,0,72,63,0.92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,12,NA,NA
"2020-09-03","Los Angeles",780,3.1,12,0,74,63,0.99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,12,NA,NA
"2020-09-04","Los Angeles",810,3.1,11,0,77,64,0.99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA,NA,5.5,NA,NA,9.3,NA,NA,12,NA,NA
"2020-09-05","Los Angeles",490,3.1,11,0,86,67,0.99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,5.7,NA,NA,9.6,NA,NA,12,NA,NA
"2020-09-06","Los Angeles",400,3.1,11,0,99,71,0.99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,12,NA,NA
"2020-09-07","Los Angeles",360,3.1,11,0,83,70,0.99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,12,NA,NA
"2020-09-08","Los Angeles",810,3.1,11,0,77,69,0.99,0,820,3.1,12,0,74,64,0.85,0,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,7,0,NA,11,0,NA,12,12,NA
"2020-09-09","Los Angeles",740,3.1,11,0,73,64,0.98,0,780,3.1,12,0,72,63,0.92,0,NA,NA,NA,NA,NA,NA,NA,NA,6.2,0,NA,7.1,0,NA,11,0,NA,12,12,NA
"2020-09-10","Los Angeles",770,3.1,11,0,70,62,0.98,0,780,3.1,12,0,74,63,0.99,0,NA,NA,NA,NA,NA,NA,NA,NA,6.2,0,NA,7,0,NA,11,0,NA,12,12,NA
"2020-09-11","Los Angeles",870,3.1,11,0,75,61,0.97,0,810,3.1,11,0,77,64,0.99,0,NA,NA,NA,NA,NA,NA,NA,NA,6.3,4.3,NA,6.9,5.5,NA,11,9.3,NA,12,12,NA
"2020-09-12","Los Angeles",510,3.1,11,0,74,60,0.97,1,490,3.1,11,0,86,67,0.99,1,NA,NA,NA,NA,NA,NA,NA,NA,6.3,4.8,NA,6.8,5.7,NA,11,9.6,NA,12,12,NA
"2020-09-13","Los Angeles",400,3.1,11,0,75,60,0.96,1,400,3.1,11,0,99,71,0.99,1,NA,NA,NA,NA,NA,NA,NA,NA,6.3,0,NA,6.8,0,NA,12,0,NA,12,12,NA
"2020-09-14","Los Angeles",740,3.1,11,0,77,61,0.96,0,360,3.1,11,0,83,70,0.99,0,NA,NA,NA,NA,NA,NA,NA,NA,6.3,0,NA,6.8,0,NA,12,0,NA,12,12,NA
"2020-09-15","Los Angeles",760,3.1,11,0,76,62,0.96,0,810,3.1,11,0,77,69,0.99,0,820,3.1,12,0,74,64,0.85,0,6.3,6,0,6.9,7,0,12,11,0,12,12,12
"2020-09-16","Los Angeles",800,3.1,11,0,81,62,0.96,0,740,3.1,11,0,73,64,0.98,0,780,3.1,12,0,72,63,0.92,0,6.3,6.2,0,6.8,7.1,0,12,11,0,12,12,12
"2020-09-17","Los Angeles",770,3.1,11,0,82,62,0.97,0,770,3.1,11,0,70,62,0.98,0,780,3.1,12,0,74,63,0.99,0,6.3,6.2,0,6.7,7,0,11,11,0,12,12,12
"2020-09-18","Los Angeles",780,3.1,11,0,87,63,0.98,0,870,3.1,11,0,75,61,0.97,0,810,3.1,11,0,77,64,0.99,0,6.3,6.3,4.3,6.7,6.9,5.5,11,11,9.3,12,12,12
"2020-09-19","Los Angeles",500,3.1,11,0,77,65,0.98,1,510,3.1,11,0,74,60,0.97,1,490,3.1,11,0,86,67,0.99,1,6.3,6.3,4.8,6.6,6.8,5.7,12,11,9.6,12,12,12
"2020-09-20","Los Angeles",460,3.1,11,0,74,60,0.97,1,400,3.1,11,0,75,60,0.96,1,400,3.1,11,0,99,71,0.99,1,6.3,6.3,0,6.7,6.8,0,12,12,0,12,12,12
"2020-09-21","Los Angeles",730,3.1,11,0,73,64,0.97,0,740,3.1,11,0,77,61,0.96,0,360,3.1,11,0,83,70,0.99,0,6.3,6.3,0,6.6,6.8,0,11,12,0,12,12,12
"2020-09-22","Los Angeles",760,3.1,11,0,74,64,0.97,0,760,3.1,11,0,76,62,0.96,0,810,3.1,11,0,77,69,0.99,0,6.2,6.3,6,6.6,6.9,7,11,12,11,12,12,12
"2020-09-23","Los Angeles",740,3.1,11,0,75,63,0.97,0,800,3.1,11,0,81,62,0.96,0,740,3.1,11,0,73,64,0.98,0,5.3,6.3,6.2,5.4,6.8,7.1,10,12,11,12,12,12
"2020-09-24","Los Angeles",810,3.1,10,0,81,61,0.97,0,770,3.1,11,0,82,62,0.97,0,770,3.1,11,0,70,62,0.98,0,0,6.3,6.2,0,6.7,7,0,11,11,12,12,12
"2020-09-25","Los Angeles",790,3.1,10,0,75,64,0.97,0,780,3.1,11,0,87,63,0.98,0,870,3.1,11,0,75,61,0.97,0,6.4,6.3,6.3,6.5,6.7,6.9,11,11,11,12,12,12
"2020-09-26","Los Angeles",480,3.1,10,0,77,64,0.98,1,500,3.1,11,0,77,65,0.98,1,510,3.1,11,0,74,60,0.97,1,6.5,6.3,6.3,6.6,6.6,6.8,12,12,11,12,12,12
"2020-09-27","Los Angeles",430,3.1,10,0,74,63,0.98,1,460,3.1,11,0,74,60,0.97,1,400,3.1,11,0,75,60,0.96,1,6.5,6.3,6.3,6.7,6.7,6.8,12,12,12,12,12,12
"2020-09-28","Los Angeles",810,3.1,10,0,75,65,0.97,0,730,3.1,11,0,73,64,0.97,0,740,3.1,11,0,77,61,0.96,0,6.5,6.3,6.3,6.6,6.6,6.8,12,11,12,13,12,12
"2020-09-29","Los Angeles",750,3.1,10,0,80,64,0.97,0,760,3.1,11,0,74,64,0.97,0,760,3.1,11,0,76,62,0.96,0,6.6,6.2,6.3,6.7,6.6,6.9,12,11,12,13,12,12
"2020-09-30","Los Angeles",780,3.1,10,0,92,66,0.96,0,740,3.1,11,0,75,63,0.97,0,800,3.1,11,0,81,62,0.96,0,6.1,5.3,6.3,5.7,5.4,6.8,11,10,12,13,12,12
"2020-10-01","Los Angeles",830,3.1,10,0,92,67,0.96,0,810,3.1,10,0,81,61,0.97,0,770,3.1,11,0,82,62,0.97,0,4.2,0,6.3,5.2,0,6.7,9.9,0,11,13,12,12
"2020-10-02","Los Angeles",870,3.1,10,0,92,66,0.95,0,790,3.1,10,0,75,64,0.97,0,780,3.1,11,0,87,63,0.98,0,4.3,6.4,6.3,5.3,6.5,6.7,10,11,11,13,12,12
"2020-10-03","Los Angeles",490,3.1,10,0,86,66,0.95,1,480,3.1,10,0,77,64,0.98,1,500,3.1,11,0,77,65,0.98,1,4.2,6.5,6.3,5,6.6,6.6,9.9,12,12,13,12,12
"2020-10-04","Los Angeles",490,3.1,10,0,84,62,0.94,1,430,3.1,10,0,74,63,0.98,1,460,3.1,11,0,74,60,0.97,1,4.2,6.5,6.3,5,6.7,6.7,9.9,12,12,13,12,12
"2020-10-05","Los Angeles",810,3.1,10,0,78,65,0.95,0,810,3.1,10,0,75,65,0.97,0,730,3.1,11,0,73,64,0.97,0,4,6.5,6.3,5.2,6.6,6.6,9.7,12,11,13,13,12
"2020-10-06","Los Angeles",770,3.1,10,0,84,63,0.95,0,750,3.1,10,0,80,64,0.97,0,760,3.1,11,0,74,64,0.97,0,0,6.6,6.2,0,6.7,6.6,0,12,11,13,13,12
"2020-10-07","Los Angeles",770,3.1,10,0,74,63,0.95,0,780,3.1,10,0,92,66,0.96,0,740,3.1,11,0,75,63,0.97,0,0,6.1,5.3,0,5.7,5.4,0,11,10,13,13,12
"2020-10-08","Los Angeles",790,3.1,10,0,74,64,0.96,0,830,3.1,10,0,92,67,0.96,0,810,3.1,10,0,81,61,0.97,0,0,4.2,0,0,5.2,0,0,9.9,0,13,13,12
"2020-10-09","Los Angeles",840,3.1,10,0,73,64,0.97,0,870,3.1,10,0,92,66,0.95,0,790,3.1,10,0,75,64,0.97,0,0,4.3,6.4,0,5.3,6.5,0,10,11,13,13,12
"2020-10-10","Los Angeles",600,3.1,10,0,73,65,0.97,1,490,3.1,10,0,86,66,0.95,1,480,3.1,10,0,77,64,0.98,1,0,4.2,6.5,0,5,6.6,0,9.9,12,13,13,12
"2020-10-11","Los Angeles",430,3.1,10,0,73,61,0.97,1,490,3.1,10,0,84,62,0.94,1,430,3.1,10,0,74,63,0.98,1,0,4.2,6.5,0,5,6.7,0,9.9,12,13,13,12
"2020-10-12","Los Angeles",660,3.1,10,0,80,63,0.97,0,810,3.1,10,0,78,65,0.95,0,810,3.1,10,0,75,65,0.97,0,0,4,6.5,0,5.2,6.6,0,9.7,12,13,13,13
"2020-10-13","Los Angeles",800,3.1,10,0,86,65,0.98,0,770,3.1,10,0,84,63,0.95,0,750,3.1,10,0,80,64,0.97,0,0,0,6.6,0,0,6.7,0,0,12,13,13,13
"2020-10-14","Los Angeles",740,3.1,10,0,86,64,0.97,0,770,3.1,10,0,74,63,0.95,0,780,3.1,10,0,92,66,0.96,0,3.9,0,6.1,3.8,0,5.7,8.8,0,11,13,13,13
"2020-10-15","Los Angeles",670,3.1,9.9,0,82,64,0.97,0,790,3.1,10,0,74,64,0.96,0,830,3.1,10,0,92,67,0.96,0,4.9,0,4.2,4.7,0,5.2,9.6,0,9.9,13,13,13
"2020-10-16","Los Angeles",880,3.1,9.9,0,81,63,0.96,0,840,3.1,10,0,73,64,0.97,0,870,3.1,10,0,92,66,0.95,0,4.8,0,4.3,4.6,0,5.3,9.4,0,10,13,13,13
"2020-10-17","Los Angeles",570,3.1,9.9,0,80,64,0.96,1,600,3.1,10,0,73,65,0.97,1,490,3.1,10,0,86,66,0.95,1,4.9,0,4.2,4.8,0,5,9.5,0,9.9,13,13,13
"2020-10-18","Los Angeles",490,3.1,9.9,0,74,63,0.96,1,430,3.1,10,0,73,61,0.97,1,490,3.1,10,0,84,62,0.94,1,4.9,0,4.2,4.7,0,5,9.6,0,9.9,13,13,13
"2020-10-19","Los Angeles",790,3.1,9.8,0,74,63,0.96,0,660,3.1,10,0,80,63,0.97,0,810,3.1,10,0,78,65,0.95,0,4.9,0,4,5.2,0,5.2,10,0,9.7,13,13,13
"2020-10-20","Los Angeles",850,3.1,9.8,0,73,64,0.97,0,800,3.1,10,0,86,65,0.98,0,770,3.1,10,0,84,63,0.95,0,5.3,0,0,5.8,0,0,10,0,0,13,13,13
"2020-10-21","Los Angeles",840,3.1,9.8,0,71,64,0.97,0,740,3.1,10,0,86,64,0.97,0,770,3.1,10,0,74,63,0.95,0,5.3,3.9,0,5.8,3.8,0,11,8.8,0,13,13,13
"2020-10-22","Los Angeles",770,3.1,9.7,0,70,65,0.97,0,670,3.1,9.9,0,82,64,0.97,0,790,3.1,10,0,74,64,0.96,0,5.3,4.9,0,5.7,4.7,0,10,9.6,0,13,13,13
"2020-10-23","Los Angeles",890,3.1,9.7,0,69,63,0.98,0,880,3.1,9.9,0,81,63,0.96,0,840,3.1,10,0,73,64,0.97,0,5.3,4.8,0,5.7,4.6,0,10,9.4,0,13,13,13
"2020-10-24","Los Angeles",550,3.1,9.7,0,70,64,0.98,1,570,3.1,9.9,0,80,64,0.96,1,600,3.1,10,0,73,65,0.97,1,5.3,4.9,0,5.5,4.8,0,10,9.5,0,13,13,13
"2020-10-25","Los Angeles",470,3.1,9.6,0,69,59,0.98,1,490,3.1,9.9,0,74,63,0.96,1,430,3.1,10,0,73,61,0.97,1,5.3,4.9,0,5.6,4.7,0,10,9.6,0,13,13,13
"2020-10-26","Los Angeles",780,3.1,9.6,0,75,57,0.98,0,790,3.1,9.8,0,74,63,0.96,0,660,3.1,10,0,80,63,0.97,0,5.2,4.9,0,5.6,5.2,0,10,10,0,13,13,13
"2020-10-27","Los Angeles",650,3.1,9.6,0,76,52,0.98,0,850,3.1,9.8,0,73,64,0.97,0,800,3.1,10,0,86,65,0.98,0,5.3,5.3,0,5.6,5.8,0,10,10,0,13,13,13
"2020-10-28","Los Angeles",670,3.1,9.5,0,74,54,0.97,0,840,3.1,9.8,0,71,64,0.97,0,740,3.1,10,0,86,64,0.97,0,5.2,5.3,3.9,5.6,5.8,3.8,10,11,8.8,13,13,13
"2020-10-29","Los Angeles",760,3.1,9.5,0,73,55,0.97,0,770,3.1,9.7,0,70,65,0.97,0,670,3.1,9.9,0,82,64,0.97,0,5.2,5.3,4.9,5.5,5.7,4.7,10,10,9.6,13,13,13
"2020-10-30","Los Angeles",800,3.1,9.4,0,76,53,0.96,0,890,3.1,9.7,0,69,63,0.98,0,880,3.1,9.9,0,81,63,0.96,0,5.4,5.3,4.8,5.5,5.7,4.6,10,10,9.4,13,13,13
"2020-10-31","Los Angeles",560,3.1,9.4,0,75,54,0.96,1,550,3.1,9.7,0,70,64,0.98,1,570,3.1,9.9,0,80,64,0.96,1,5.4,5.3,4.9,5.6,5.5,4.8,11,10,9.5,13,13,13
"2020-11-01","Los Angeles",490,3.1,9.4,0,76,55,0.96,1,470,3.1,9.6,0,69,59,0.98,1,490,3.1,9.9,0,74,63,0.96,1,5.4,5.3,4.9,5.7,5.6,4.7,11,10,9.6,13,13,13
"2020-11-02","Los Angeles",780,3.1,9.3,0,69,58,0.96,0,780,3.1,9.6,0,75,57,0.98,0,790,3.1,9.8,0,74,63,0.96,0,5.3,5.2,4.9,5.6,5.6,5.2,11,10,10,13,13,13
"2020-11-03","Los Angeles",720,3.1,9.3,0,72,57,0.96,0,650,3.1,9.6,0,76,52,0.98,0,850,3.1,9.8,0,73,64,0.97,0,5.3,5.3,5.3,5.7,5.6,5.8,11,10,10,13,13,13
"2020-11-04","Los Angeles",670,3.1,9.3,0,72,56,0.97,0,670,3.1,9.5,0,74,54,0.97,0,840,3.1,9.8,0,71,64,0.97,0,5.3,5.2,5.3,5.7,5.6,5.8,11,10,11,13,13,13
"2020-11-05","Los Angeles",700,3.1,9.2,0,88,58,0.98,0,760,3.1,9.5,0,73,55,0.97,0,770,3.1,9.7,0,70,65,0.97,0,5.2,5.2,5.3,5.6,5.5,5.7,11,10,10,13,13,13
"2020-11-06","Los Angeles",650,3.1,9.2,0,74,58,0.98,0,800,3.1,9.4,0,76,53,0.96,0,890,3.1,9.7,0,69,63,0.98,0,5.3,5.4,5.3,5.7,5.5,5.7,11,10,10,13,13,13
"2020-11-07","Los Angeles",460,3.1,9.2,0.1,62,52,0.98,1,560,3.1,9.4,0,75,54,0.96,1,550,3.1,9.7,0,70,64,0.98,1,5.4,5.4,5.3,5.7,5.6,5.5,11,11,10,13,13,13
"2020-11-08","Los Angeles",420,3.1,9.1,0,61,48,0.98,1,490,3.1,9.4,0,76,55,0.96,1,470,3.1,9.6,0,69,59,0.98,1,5.3,5.4,5.3,5.8,5.7,5.6,11,11,10,13,13,13
"2020-11-09","Los Angeles",770,3.1,9.1,0,62,45,0.98,0,780,3.1,9.3,0,69,58,0.96,0,780,3.1,9.6,0,75,57,0.98,0,5.3,5.3,5.2,5.6,5.6,5.6,11,11,10,13,13,13
"2020-11-10","Los Angeles",720,3.1,9.1,0,64,46,0.98,0,720,3.1,9.3,0,72,57,0.96,0,650,3.1,9.6,0,76,52,0.98,0,5.4,5.3,5.3,5.6,5.7,5.6,11,11,10,13,13,13
"2020-11-11","Los Angeles",580,3.1,9,0,64,46,0.98,0,670,3.1,9.3,0,72,56,0.97,0,670,3.1,9.5,0,74,54,0.97,0,5.3,5.3,5.2,5.6,5.7,5.6,10,11,10,13,13,13
"2020-11-12","Los Angeles",650,3.1,9,0,67,47,0.98,0,700,3.1,9.2,0,88,58,0.98,0,760,3.1,9.5,0,73,55,0.97,0,5.4,5.2,5.2,5.7,5.6,5.5,11,11,10,13,13,13
"2020-11-13","Los Angeles",670,3.1,8.9,0,65,48,0.98,0,650,3.1,9.2,0,74,58,0.98,0,800,3.1,9.4,0,76,53,0.96,0,5.3,5.3,5.4,5.5,5.7,5.5,10,11,10,13,13,13
"2020-11-14","Los Angeles",530,3.1,8.9,0,65,50,0.98,1,460,3.1,9.2,0.1,62,52,0.98,1,560,3.1,9.4,0,75,54,0.96,1,5.4,5.4,5.4,5.4,5.7,5.6,10,11,11,13,13,13
"2020-11-15","Los Angeles",430,3.1,8.9,0,82,51,0.98,1,420,3.1,9.1,0,61,48,0.98,1,490,3.1,9.4,0,76,55,0.96,1,5.3,5.3,5.4,5.6,5.8,5.7,11,11,11,13,13,13
"2020-11-16","Los Angeles",670,3.1,8.8,0,91,58,0.98,0,770,3.1,9.1,0,62,45,0.98,0,780,3.1,9.3,0,69,58,0.96,0,5.2,5.3,5.3,5.4,5.6,5.6,10,11,11,13,13,13
"2020-11-17","Los Angeles",710,3.1,8.8,0,75,54,0.98,0,720,3.1,9.1,0,64,46,0.98,0,720,3.1,9.3,0,72,57,0.96,0,2.5,5.4,5.3,2.3,5.6,5.7,7.2,11,11,13,13,13
"2020-11-18","Los Angeles",710,3.1,8.8,0,64,54,0.98,0,580,3.1,9,0,64,46,0.98,0,670,3.1,9.3,0,72,56,0.97,0,1.1,5.3,5.3,0,5.6,5.7,5.7,10,11,13,13,13
"2020-11-19","Los Angeles",650,3.1,8.7,0,62,52,0.98,0,650,3.1,9,0,67,47,0.98,0,700,3.1,9.2,0,88,58,0.98,0,0,5.4,5.2,0,5.7,5.6,0,11,11,13,13,13
"2020-11-20","Los Angeles",790,3.1,8.7,0,67,50,0.97,0,670,3.1,8.9,0,65,48,0.98,0,650,3.1,9.2,0,74,58,0.98,0,0,5.3,5.3,0,5.5,5.7,0,10,11,13,13,13
"2020-11-21","Los Angeles",540,3,8.7,0,71,52,0.97,1,530,3.1,8.9,0,65,50,0.98,1,460,3.1,9.2,0.1,62,52,0.98,1,0,5.4,5.4,0,5.4,5.7,0,10,11,13,13,13
"2020-11-22","Los Angeles",390,3,8.7,0,68,48,0.96,1,430,3.1,8.9,0,82,51,0.98,1,420,3.1,9.1,0,61,48,0.98,1,0,5.3,5.3,0,5.6,5.8,0,11,11,13,13,13
"2020-11-23","Los Angeles",930,3,8.8,0,62,49,0.96,0,670,3.1,8.8,0,91,58,0.98,0,770,3.1,9.1,0,62,45,0.98,0,0,5.2,5.3,0,5.4,5.6,0,10,11,13,13,13
"2020-11-24","Los Angeles",690,3,8.8,0,67,52,0.96,0,710,3.1,8.8,0,75,54,0.98,0,720,3.1,9.1,0,64,46,0.98,0,0,2.5,5.4,0,2.3,5.6,0,7.2,11,13,13,13
"2020-11-25","Los Angeles",760,3,8.8,0,63,50,0.97,0,710,3.1,8.8,0,64,54,0.98,0,580,3.1,9,0,64,46,0.98,0,0,1.1,5.3,0,0,5.6,0,5.7,10,13,13,13
"2020-11-26","Los Angeles",2300,3.1,8.8,0,65,50,0.98,0,650,3.1,8.7,0,62,52,0.98,0,650,3.1,9,0,67,47,0.98,0,0,0,5.4,0,0,5.7,0,0,11,13,13,13
"2020-11-27","Los Angeles",3900,3.1,8.8,0,67,43,0.98,0,790,3.1,8.7,0,67,50,0.97,0,670,3.1,8.9,0,65,48,0.98,0,0,0,5.3,0,0,5.5,0,0,10,13,13,13
"2020-11-28","Los Angeles",420,3.1,8.9,0,72,48,0.99,1,540,3,8.7,0,71,52,0.97,1,530,3.1,8.9,0,65,50,0.98,1,0,0,5.4,0,0,5.4,0,0,10,13,13,13
"2020-11-29","Los Angeles",400,3.1,8.9,0,74,48,0.99,1,390,3,8.7,0,68,48,0.96,1,430,3.1,8.9,0,82,51,0.98,1,0,0,5.3,0,0,5.6,0,0,11,13,13,13
"2020-11-30","Los Angeles",690,3.1,8.9,0,76,49,0.99,0,930,3,8.8,0,62,49,0.96,0,670,3.1,8.8,0,91,58,0.98,0,0,0,5.2,0,0,5.4,0,0,10,13,13,13
"2020-12-01","Los Angeles",690,3.1,8.9,0,72,48,0.99,0,690,3,8.8,0,67,52,0.96,0,710,3.1,8.8,0,75,54,0.98,0,0,0,2.5,0,0,2.3,0,0,7.2,13,13,13
"2020-12-02","Los Angeles",690,3.1,8.9,0,78,47,0.98,0,760,3,8.8,0,63,50,0.97,0,710,3.1,8.8,0,64,54,0.98,0,0,0,1.1,0,0,0,0,0,5.7,13,13,13
"2020-12-03","Los Angeles",660,3.1,9,0,75,49,0.97,0,2300,3.1,8.8,0,65,50,0.98,0,650,3.1,8.7,0,62,52,0.98,0,0,0,0,0,0,0,0,0,0,13,13,13
"2020-12-04","Los Angeles",670,3.1,9,0,72,48,0.96,0,3900,3.1,8.8,0,67,43,0.98,0,790,3.1,8.7,0,67,50,0.97,0,0,0,0,0,0,0,0,0,0,13,13,13
"2020-12-05","Los Angeles",460,3.1,9,0,71,46,0.94,1,420,3.1,8.9,0,72,48,0.99,1,540,3,8.7,0,71,52,0.97,1,0,0,0,0,0,0,0,0,0,13,13,13
"2020-12-06","Los Angeles",320,3.1,9,0,68,43,0.9,1,400,3.1,8.9,0,74,48,0.99,1,390,3,8.7,0,68,48,0.96,1,0,0,0,0,0,0,0,0,0,13,13,13
"2020-12-07","Los Angeles",690,3.1,9,0,75,46,0.84,0,690,3.1,8.9,0,76,49,0.99,0,930,3,8.8,0,62,49,0.96,0,0,0,0,0,0,0,0,0,0,13,13,13
"2020-12-08","Los Angeles",650,3.1,9.1,0,82,54,0.79,0,690,3.1,8.9,0,72,48,0.99,0,690,3,8.8,0,67,52,0.96,0,0,0,0,0,0,0,0,0,0,13,13,13
"2020-12-09","Los Angeles",620,3.1,9.1,0,70,53,0.78,0,690,3.1,8.9,0,78,47,0.98,0,760,3,8.8,0,63,50,0.97,0,0,0,0,0,0,0,0,0,0,13,13,13
"2020-12-10","Los Angeles",670,3.1,9.1,0,64,48,0.76,0,660,3.1,9,0,75,49,0.97,0,2300,3.1,8.8,0,65,50,0.98,0,0,0,0,0,0,0,0,0,0,13,13,13
"2020-12-11","Los Angeles",660,3.1,9.1,0,62,51,0.74,0,670,3.1,9,0,72,48,0.96,0,3900,3.1,8.8,0,67,43,0.98,0,0,0,0,0,0,0,0,0,0,13,13,13
"2020-12-12","Los Angeles",420,3.1,9.1,0,65,47,0.73,1,460,3.1,9,0,71,46,0.94,1,420,3.1,8.9,0,72,48,0.99,1,0,0,0,0,0,0,0,0,0,13,13,13
"2020-12-13","Los Angeles",330,3.1,9.2,0,69,49,0.73,1,320,3.1,9,0,68,43,0.9,1,400,3.1,8.9,0,74,48,0.99,1,0,0,0,0,0,0,0,0,0,13,13,13
"2020-12-14","Los Angeles",640,3.1,9.2,0,67,53,0.73,0,690,3.1,9,0,75,46,0.84,0,690,3.1,8.9,0,76,49,0.99,0,0,0,0,0,0,0,0,0,0,13,13,13
"2020-12-15","Los Angeles",600,3.1,9.2,0,68,46,0.75,0,650,3.1,9.1,0,82,54,0.79,0,690,3.1,8.9,0,72,48,0.99,0,0,0,0,0,0,0,0,0,0,13,13,13
"2020-12-16","Los Angeles",600,3.1,9.2,0,71,49,0.77,0,620,3.1,9.1,0,70,53,0.78,0,690,3.1,8.9,0,78,47,0.98,0,0,0,0,0,0,0,0,0,0,13,13,13
"2020-12-17","Los Angeles",630,3.1,9.2,0.01,62,49,0.8,0,670,3.1,9.1,0,64,48,0.76,0,660,3.1,9,0,75,49,0.97,0,0,0,0,0,0,0,0,0,0,13,13,13
"2020-12-18","Los Angeles",630,3.1,9.3,0,65,48,0.84,0,660,3.1,9.1,0,62,51,0.74,0,670,3.1,9,0,72,48,0.96,0,0,0,0,0,0,0,0,0,0,13,13,13
"2020-12-19","Los Angeles",390,3.1,9.3,0,70,46,0.87,1,420,3.1,9.1,0,65,47,0.73,1,460,3.1,9,0,71,46,0.94,1,0,0,0,0,0,0,0,0,0,13,13,13
"2020-12-20","Los Angeles",300,3.1,9.3,0,77,48,0.89,1,330,3.1,9.2,0,69,49,0.73,1,320,3.1,9,0,68,43,0.9,1,0,0,0,0,0,0,0,0,0,13,13,13
"2020-12-21","Los Angeles",620,3.1,9.3,0,80,53,0.9,0,640,3.1,9.2,0,67,53,0.73,0,690,3.1,9,0,75,46,0.84,0,0,0,0,0,0,0,0,0,0,13,13,13
"2020-12-22","Los Angeles",610,3.1,9.3,0,68,50,0.89,0,600,3.1,9.2,0,68,46,0.75,0,650,3.1,9.1,0,82,54,0.79,0,0,0,0,0,0,0,0,0,0,13,13,13
"2020-12-23","Los Angeles",620,3.1,9.3,0,67,49,0.86,0,600,3.1,9.2,0,71,49,0.77,0,620,3.1,9.1,0,70,53,0.78,0,0,0,0,0,0,0,0,0,0,13,13,13
"2020-12-24","Los Angeles",380,3.1,9.3,0.01,63,54,0.84,0,630,3.1,9.2,0.01,62,49,0.8,0,670,3.1,9.1,0,64,48,0.76,0,0,0,0,0,0,0,0,0,0,13,13,13
"2020-12-25","Los Angeles",190,3.1,9.3,0,75,49,0.84,0,630,3.1,9.3,0,65,48,0.84,0,660,3.1,9.1,0,62,51,0.74,0,0,0,0,0,0,0,0,0,0,13,13,13
"2020-12-26","Los Angeles",390,3.1,9.2,0,65,45,0.84,1,390,3.1,9.3,0,70,46,0.87,1,420,3.1,9.1,0,65,47,0.73,1,0,0,0,0,0,0,0,0,0,13,13,13
"2020-12-27","Los Angeles",330,3.1,9.2,0,64,52,0.87,1,300,3.1,9.3,0,77,48,0.89,1,330,3.1,9.2,0,69,49,0.73,1,0,0,0,0,0,0,0,0,0,13,13,13
"2020-12-28","Los Angeles",490,3.1,9.2,1.6,55,45,0.91,0,620,3.1,9.3,0,80,53,0.9,0,640,3.1,9.2,0,67,53,0.73,0,0,0,0,0,0,0,0,0,0,14,13,13
"2020-12-29","Los Angeles",560,3.1,9.2,0,65,42,0.93,0,610,3.1,9.3,0,68,50,0.89,0,600,3.1,9.2,0,68,46,0.75,0,0,0,0,0,0,0,0,0,0,14,13,13
"2020-12-30","Los Angeles",560,3.1,9.2,0,68,43,0.95,0,620,3.1,9.3,0,67,49,0.86,0,600,3.1,9.2,0,71,49,0.77,0,0,0,0,0,0,0,0,0,0,14,13,13
"2020-12-31","Los Angeles",500,3.1,9.2,0,68,43,0.97,0,380,3.1,9.3,0.01,63,54,0.84,0,630,3.1,9.2,0.01,62,49,0.8,0,0,0,0,0,0,0,0,0,0,14,13,13
"2021-01-01","Los Angeles",210,3.1,9.2,0,67,43,0.98,0,190,3.1,9.3,0,75,49,0.84,0,630,3.1,9.3,0,65,48,0.84,0,0,0,0,0,0,0,0,0,0,14,13,13
"2021-01-02","Los Angeles",300,3.1,9.2,0,63,46,0.99,1,390,3.1,9.2,0,65,45,0.84,1,390,3.1,9.3,0,70,46,0.87,1,0,0,0,0,0,0,0,0,0,14,13,13
